4
5.923172126404725e-02 6.166411279449549e-02 1.678697701371478e-02 2.147720103017053e-02 4.146864921424157e-03 5.156542127077850e-02 4.520351388244411e-02 1.708455962316335e-02 2.087278331730916e-02 3.860300687144093e-03 3.521705098980463e-02 2.071757901870959e-02 2.213234618763740e-02 1.668086537176088e-02 3.794915533022398e-03 2.133318088168594e-02 1.409290221456936e-02 2.553209568458465e-02 9.433153003149643e-03 5.724558553424694e-03 1.418302463340268e-02 1.704703436082715e-02 2.112069773370262e-02 7.813364285967498e-03 9.639683373239038e-03 1.223466820553301e-02 1.860050735954197e-02 1.805975424089881e-02 9.853787704709686e-03 1.184634425280945e-02 1.418302463340268e-02 1.704703436082715e-02 2.112069773370262e-02 7.813364285967498e-03 9.639683373239038e-03 2.133318088168593e-02 1.409290221456936e-02 2.553209568458465e-02 9.433153003149640e-03 5.724558553424697e-03 3.521705098980463e-02 2.071757901870959e-02 2.213234618763741e-02 1.668086537176088e-02 3.794915533022398e-03 5.156542127077850e-02 4.520351388244411e-02 1.708455962316335e-02 2.087278331730916e-02 3.860300687144093e-03
3.052446931127297e-02 1.196571676248417e-01 7.275003351315375e-02 1.410710333254411e-02 1.063146997545064e-02 2.237627705542109e-02 6.745598408364244e-02 3.485679582812037e-02 1.524120917997887e-02 1.033227601819851e-02 1.025544804427844e-02 1.582940654084926e-02 1.867371776690580e-02 2.149769698255278e-02 8.257226773418247e-03 6.976154227484382e-03 1.985176297024230e-02 2.356940255006245e-02 1.220567761119838e-02 4.669522941370968e-03 8.438484778487462e-03 1.929432735975288e-02 9.189506710871344e-03 1.086135490483658e-02 3.867708259415693e-03 9.207472390993820e-03 1.528914131827649e-02 1.162408571234239e-02 2.393143352496834e-02 4.877742121979564e-03 8.438484778487462e-03 1.929432735975288e-02 9.189506710871341e-03 1.086135490483658e-02 3.867708259415693e-03 6.976154227484382e-03 1.985176297024231e-02 2.356940255006245e-02 1.220567761119838e-02 4.669522941370966e-03 1.025544804427844e-02 1.582940654084927e-02 1.867371776690579e-02 2.149769698255278e-02 8.257226773418247e-03 2.237627705542109e-02 6.745598408364241e-02 3.485679582812036e-02 1.524120917997888e-02 1.033227601819851e-02
6.991323351625702e-03 6.120747390091141e-02 1.422222222222222e-01 6.120747390091142e-02 6.991323351625701e-03 7.115258485674900e-03 2.932639777455667e-02 6.245794513083144e-02 2.932639777455668e-02 7.115258485674898e-03 9.217525502148310e-03 1.571093561962709e-02 1.761566885138854e-02 1.571093561962710e-02 9.217525502148308e-03 1.063342951084900e-02 1.982986841074355e-02 2.220872153583523e-02 1.982986841074355e-02 1.063342951084900e-02 8.796201194987356e-03 7.731494612524267e-03 1.016210892638924e-02 7.731494612524268e-03 8.796201194987354e-03 7.521400752849237e-03 9.779801994613696e-03 2.844444444444444e-02 9.779801994613698e-03 7.521400752849236e-03 8.796201194987354e-03 7.731494612524265e-03 1.016210892638925e-02 7.731494612524266e-03 8.796201194987353e-03 1.063342951084900e-02 1.982986841074355e-02 2.220872153583522e-02 1.982986841074355e-02 1.063342951084900e-02 9.217525502148313e-03 1.571093561962709e-02 1.761566885138854e-02 1.571093561962709e-02 9.217525502148311e-03 7.115258485674900e-03 2.932639777455666e-02 6.245794513083142e-02 2.932639777455667e-02 7.115258485674898e-03
1.063146997545064e-02 1.410710333254411e-02 7.275003351315375e-02 1.196571676248417e-01 3.052446931127297e-02 1.033227601819852e-02 1.524120917997887e-02 3.485679582812037e-02 6.745598408364246e-02 2.237627705542108e-02 8.257226773418249e-03 2.149769698255278e-02 1.867371776690580e-02 1.582940654084927e-02 1.025544804427844e-02 4.669522941370968e-03 1.220567761119838e-02 2.356940255006245e-02 1.985176297024230e-02 6.976154227484381e-03 3.867708259415693e-03 1.086135490483658e-02 9.189506710871344e-03 1.929432735975288e-02 8.438484778487460e-03 4.877742121979566e-03 2.393143352496834e-02 1.162408571234239e-02 1.528914131827649e-02 9.207472390993818e-03 3.867708259415693e-03 1.086135490483658e-02 9.189506710871341e-03 1.929432735975288e-02 8.438484778487460e-03 4.669522941370967e-03 1.220567761119837e-02 2.356940255006245e-02 1.985176297024231e-02 6.976154227484381e-03 8.257226773418249e-03 2.149769698255278e-02 1.867371776690579e-02 1.582940654084927e-02 1.025544804427844e-02 1.033227601819851e-02 1.524120917997888e-02 3.485679582812036e-02 6.745598408364242e-02 2.237627705542108e-02
4.146864921424157e-03 2.147720103017053e-02 1.678697701371478e-02 6.166411279449550e-02 5.923172126404724e-02 3.860300687144094e-03 2.087278331730916e-02 1.708455962316335e-02 4.520351388244412e-02 5.156542127077848e-02 3.794915533022398e-03 1.668086537176088e-02 2.213234618763740e-02 2.071757901870959e-02 3.521705098980462e-02 5.724558553424695e-03 9.433153003149642e-03 2.553209568458465e-02 1.409290221456936e-02 2.133318088168594e-02 9.639683373239042e-03 7.813364285967496e-03 2.112069773370262e-02 1.704703436082715e-02 1.418302463340267e-02 1.184634425280945e-02 9.853787704709684e-03 1.805975424089881e-02 1.860050735954197e-02 1.223466820553300e-02 9.639683373239042e-03 7.813364285967496e-03 2.112069773370262e-02 1.704703436082715e-02 1.418302463340267e-02 5.724558553424698e-03 9.433153003149638e-03 2.553209568458465e-02 1.409290221456936e-02 2.133318088168592e-02 3.794915533022398e-03 1.668086537176088e-02 2.213234618763741e-02 2.071757901870959e-02 3.521705098980462e-02 3.860300687144094e-03 2.087278331730916e-02 1.708455962316335e-02 4.520351388244412e-02 5.156542127077848e-02
5.156542127077850e-02 4.520351388244411e-02 1.708455962316335e-02 2.087278331730916e-02 3.860300687144093e-03 5.923172126404725e-02 6.166411279449549e-02 1.678697701371477e-02 2.147720103017053e-02 4.146864921424157e-03 5.156542127077850e-02 4.520351388244411e-02 1.708455962316335e-02 2.087278331730916e-02 3.860300687144093e-03 3.521705098980464e-02 2.071757901870959e-02 2.213234618763740e-02 1.668086537176089e-02 3.794915533022396e-03 2.133318088168594e-02 1.409290221456936e-02 2.553209568458465e-02 9.433153003149643e-03 5.724558553424694e-03 1.418302463340268e-02 1.704703436082715e-02 2.112069773370262e-02 7.813364285967498e-03 9.639683373239038e-03 1.223466820553301e-02 1.860050735954197e-02 1.805975424089881e-02 9.853787704709686e-03 1.184634425280945e-02 1.418302463340268e-02 1.704703436082715e-02 2.112069773370262e-02 7.813364285967498e-03 9.639683373239038e-03 2.133318088168593e-02 1.409290221456936e-02 2.553209568458465e-02 9.433153003149640e-03 5.724558553424697e-03 3.521705098980463e-02 2.071757901870959e-02 2.213234618763741e-02 1.668086537176088e-02 3.794915533022398e-03
2.237627705542109e-02 6.745598408364244e-02 3.485679582812037e-02 1.524120917997887e-02 1.033227601819851e-02 3.052446931127297e-02 1.196571676248417e-01 7.275003351315379e-02 1.410710333254411e-02 1.063146997545064e-02 2.237627705542109e-02 6.745598408364241e-02 3.485679582812037e-02 1.524120917997888e-02 1.033227601819851e-02 1.025544804427844e-02 1.582940654084926e-02 1.867371776690578e-02 2.149769698255278e-02 8.257226773418249e-03 6.976154227484382e-03 1.985176297024230e-02 2.356940255006245e-02 1.220567761119838e-02 4.669522941370968e-03 8.438484778487462e-03 1.929432735975288e-02 9.189506710871344e-03 1.086135490483658e-02 3.867708259415693e-03 9.207472390993822e-03 1.528914131827649e-02 1.162408571234240e-02 2.393143352496834e-02 4.877742121979564e-03 8.438484778487462e-03 1.929432735975288e-02 9.189506710871341e-03 1.086135490483658e-02 3.867708259415693e-03 6.976154227484382e-03 1.985176297024230e-02 2.356940255006245e-02 1.220567761119838e-02 4.669522941370966e-03 1.025544804427844e-02 1.582940654084927e-02 1.867371776690579e-02 2.149769698255278e-02 8.257226773418247e-03
7.115258485674900e-03 2.932639777455667e-02 6.245794513083144e-02 2.932639777455668e-02 7.115258485674898e-03 6.991323351625700e-03 6.120747390091144e-02 1.422222222222222e-01 6.120747390091145e-02 6.991323351625698e-03 7.115258485674900e-03 2.932639777455667e-02 6.245794513083144e-02 2.932639777455668e-02 7.115258485674898e-03 9.217525502148311e-03 1.571093561962709e-02 1.761566885138853e-02 1.571093561962709e-02 9.217525502148310e-03 1.063342951084900e-02 1.982986841074355e-02 2.220872153583523e-02 1.982986841074355e-02 1.063342951084900e-02 8.796201194987356e-03 7.731494612524267e-03 1.016210892638924e-02 7.731494612524268e-03 8.796201194987354e-03 7.521400752849237e-03 9.779801994613696e-03 2.844444444444444e-02 9.779801994613698e-03 7.521400752849236e-03 8.796201194987354e-03 7.731494612524265e-03 1.016210892638925e-02 7.731494612524266e-03 8.796201194987353e-03 1.063342951084900e-02 1.982986841074355e-02 2.220872153583522e-02 1.982986841074355e-02 1.063342951084900e-02 9.217525502148313e-03 1.571093561962709e-02 1.761566885138854e-02 1.571093561962709e-02 9.217525502148311e-03
1.033227601819852e-02 1.524120917997887e-02 3.485679582812037e-02 6.745598408364246e-02 2.237627705542108e-02 1.063146997545064e-02 1.410710333254411e-02 7.275003351315379e-02 1.196571676248417e-01 3.052446931127297e-02 1.033227601819851e-02 1.524120917997888e-02 3.485679582812037e-02 6.745598408364242e-02 2.237627705542108e-02 8.257226773418251e-03 2.149769698255278e-02 1.867371776690578e-02 1.582940654084927e-02 1.025544804427844e-02 4.669522941370968e-03 1.220567761119838e-02 2.356940255006245e-02 1.985176297024230e-02 6.976154227484381e-03 3.867708259415693e-03 1.086135490483658e-02 9.189506710871344e-03 1.929432735975288e-02 8.438484778487460e-03 4.877742121979566e-03 2.393143352496834e-02 1.162408571234240e-02 1.528914131827649e-02 9.207472390993822e-03 3.867708259415693e-03 1.086135490483658e-02 9.189506710871341e-03 1.929432735975288e-02 8.438484778487460e-03 4.669522941370967e-03 1.220567761119837e-02 2.356940255006245e-02 1.985176297024231e-02 6.976154227484381e-03 8.257226773418249e-03 2.149769698255278e-02 1.867371776690579e-02 1.582940654084927e-02 1.025544804427844e-02
3.860300687144094e-03 2.087278331730916e-02 1.708455962316335e-02 4.520351388244412e-02 5.156542127077848e-02 4.146864921424157e-03 2.147720103017053e-02 1.678697701371477e-02 6.166411279449550e-02 5.923172126404724e-02 3.860300687144094e-03 2.087278331730916e-02 1.708455962316335e-02 4.520351388244412e-02 5.156542127077848e-02 3.794915533022397e-03 1.668086537176088e-02 2.213234618763740e-02 2.071757901870959e-02 3.521705098980463e-02 5.724558553424695e-03 9.433153003149642e-03 2.553209568458465e-02 1.409290221456937e-02 2.133318088168594e-02 9.639683373239042e-03 7.813364285967496e-03 2.112069773370262e-02 1.704703436082715e-02 1.418302463340267e-02 1.184634425280945e-02 9.853787704709684e-03 1.805975424089881e-02 1.860050735954198e-02 1.223466820553300e-02 9.639683373239042e-03 7.813364285967496e-03 2.112069773370262e-02 1.704703436082715e-02 1.418302463340267e-02 5.724558553424698e-03 9.433153003149638e-03 2.553209568458465e-02 1.409290221456936e-02 2.133318088168592e-02 3.794915533022398e-03 1.668086537176088e-02 2.213234618763741e-02 2.071757901870959e-02 3.521705098980462e-02
