42777
0.000000000000000e+00 0.000000000000000e+00 -1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
6.123031769111886e-17 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
-1.000000000000000e+00 1.224606353822377e-16 0.000000000000000e+00 1.000000000000000e+00
-1.836909530733566e-16 -1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00
0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
5.064916883826508e-02 0.000000000000000e+00 -9.987165071710755e-01 1.000000000000000e+00
1.011683219865404e-01 0.000000000000000e+00 -9.948693233919859e-01 1.000000000000000e+00
1.514277775032475e-01 0.000000000000000e+00 -9.884683243283150e-01 1.000000000000000e+00
2.012985200869040e-01 0.000000000000000e+00 -9.795299412528554e-01 1.000000000000000e+00
2.506525322565511e-01 0.000000000000000e+00 -9.680771188667661e-01 1.000000000000000e+00
2.993631229707920e-01 0.000000000000000e+00 -9.541392564008540e-01 1.000000000000000e+00
3.473052528418782e-01 0.000000000000000e+00 -9.377521321481701e-01 1.000000000000000e+00
3.943558551102083e-01 0.000000000000000e+00 -9.189578116215653e-01 1.000000000000000e+00
4.403941515549152e-01 0.000000000000000e+00 -8.978045395720755e-01 1.000000000000000e+00
4.853019625287440e-01 0.000000000000000e+00 -8.743466161458793e-01 1.000000000000000e+00
5.289640103249962e-01 0.000000000000000e+00 -8.486442574959765e-01 1.000000000000000e+00
5.712682150931827e-01 0.000000000000000e+00 -8.207634412083966e-01 1.000000000000000e+00
6.121059825463936e-01 0.000000000000000e+00 -7.907757369386811e-01 1.000000000000000e+00
6.513724827212743e-01 0.000000000000000e+00 -7.587581226936047e-01 1.000000000000000e+00
6.889669190750392e-01 0.000000000000000e+00 -7.247927872297354e-01 1.000000000000000e+00
7.247927872287639e-01 0.000000000000000e+00 -6.889669190760611e-01 1.000000000000000e+00
7.587581226927131e-01 0.000000000000000e+00 -6.513724827223129e-01 1.000000000000000e+00
7.907757369378685e-01 0.000000000000000e+00 -6.121059825474433e-01 1.000000000000000e+00
8.207634412076620e-01 0.000000000000000e+00 -5.712682150942382e-01 1.000000000000000e+00
8.486442574953181e-01 0.000000000000000e+00 -5.289640103260524e-01 1.000000000000000e+00
8.743466161452953e-01 0.000000000000000e+00 -4.853019625297961e-01 1.000000000000000e+00
8.978045395715638e-01 0.000000000000000e+00 -4.403941515559584e-01 1.000000000000000e+00
9.189578116211234e-01 0.000000000000000e+00 -3.943558551112381e-01 1.000000000000000e+00
9.377521321478218e-01 0.000000000000000e+00 -3.473052528428187e-01 1.000000000000000e+00
9.541392564005966e-01 0.000000000000000e+00 -2.993631229716122e-01 1.000000000000000e+00
9.680771188665865e-01 0.000000000000000e+00 -2.506525322572444e-01 1.000000000000000e+00
9.795299412527401e-01 0.000000000000000e+00 -2.012985200874652e-01 1.000000000000000e+00
9.884683243282499e-01 0.000000000000000e+00 -1.514277775036726e-01 1.000000000000000e+00
9.948693233919568e-01 0.000000000000000e+00 -1.011683219868256e-01 1.000000000000000e+00
9.987165071710682e-01 0.000000000000000e+00 -5.064916883840829e-02 1.000000000000000e+00
3.101264698758089e-18 5.064916883826508e-02 -9.987165071710755e-01 1.000000000000000e+00
6.194568495513272e-18 1.011683219865404e-01 -9.948693233919859e-01 1.000000000000000e+00
9.271970923783909e-18 1.514277775032475e-01 -9.884683243283150e-01 1.000000000000000e+00
1.232557233567320e-17 2.012985200869040e-01 -9.795299412528554e-01 1.000000000000000e+00
1.534753418015204e-17 2.506525322565511e-01 -9.680771188667661e-01 1.000000000000000e+00
1.833009912450708e-17 2.993631229707920e-01 -9.541392564008540e-01 1.000000000000000e+00
2.126561096730256e-17 3.473052528418782e-01 -9.377521321481701e-01 1.000000000000000e+00
2.414653429175089e-17 3.943558551102083e-01 -9.189578116215653e-01 1.000000000000000e+00
2.696547380901821e-17 4.403941515549152e-01 -8.978045395720755e-01 1.000000000000000e+00
2.971519334175846e-17 4.853019625287440e-01 -8.743466161458793e-01 1.000000000000000e+00
3.238863439936780e-17 5.289640103249962e-01 -8.486442574959765e-01 1.000000000000000e+00
3.497893429699400e-17 5.712682150931827e-01 -8.207634412083966e-01 1.000000000000000e+00
3.747944377195014e-17 6.121059825463936e-01 -7.907757369386811e-01 1.000000000000000e+00
3.988374405227646e-17 6.513724827212743e-01 -7.587581226936047e-01 1.000000000000000e+00
4.218566333363603e-17 6.889669190750392e-01 -7.247927872297354e-01 1.000000000000000e+00
