2
6.018518518518515e-01 2.146197478593351e-01 -2.314814814814814e-01 3.240740740740740e-01 -1.889864223666284e-01 -1.759259259259258e-01 -6.481481481481455e-02 -3.295320961518898e-01 1.018518518518517e-01 -1.759259259259257e-01 -6.647159971118730e-02 3.240740740740739e-01 -6.481481481481474e-02 -3.295320961518896e-01 1.018518518518520e-01 3.240740740740736e-01 -1.889864223666289e-01 -1.759259259259257e-01
1.341373424120845e-01 9.629629629629624e-01 1.341373424120845e-01 -1.181165139791428e-01 1.851851851851860e-02 -1.181165139791428e-01 -2.059575600949311e-01 -2.037037037037038e-01 -2.059575600949312e-01 -4.154474981949208e-02 5.185185185185183e-01 -4.154474981949205e-02 -2.059575600949310e-01 -2.037037037037032e-01 -2.059575600949311e-01 -1.181165139791431e-01 1.851851851851760e-02 -1.181165139791431e-01
-2.314814814814813e-01 2.146197478593351e-01 6.018518518518515e-01 -1.759259259259258e-01 -1.889864223666284e-01 3.240740740740741e-01 1.018518518518517e-01 -3.295320961518898e-01 -6.481481481481459e-02 3.240740740740738e-01 -6.647159971118730e-02 -1.759259259259257e-01 1.018518518518519e-01 -3.295320961518896e-01 -6.481481481481477e-02 -1.759259259259257e-01 -1.889864223666289e-01 3.240740740740737e-01
3.240740740740740e-01 -1.889864223666284e-01 -1.759259259259258e-01 6.018518518518515e-01 2.146197478593351e-01 -2.314814814814814e-01 3.240740740740740e-01 -1.889864223666284e-01 -1.759259259259258e-01 -6.481481481481455e-02 -3.295320961518898e-01 1.018518518518517e-01 -1.759259259259257e-01 -6.647159971118730e-02 3.240740740740739e-01 -6.481481481481474e-02 -3.295320961518896e-01 1.018518518518520e-01
-1.181165139791428e-01 1.851851851851860e-02 -1.181165139791428e-01 1.341373424120845e-01 9.629629629629624e-01 1.341373424120845e-01 -1.181165139791428e-01 1.851851851851860e-02 -1.181165139791428e-01 -2.059575600949311e-01 -2.037037037037038e-01 -2.059575600949312e-01 -4.154474981949208e-02 5.185185185185183e-01 -4.154474981949205e-02 -2.059575600949310e-01 -2.037037037037032e-01 -2.059575600949311e-01
-1.759259259259258e-01 -1.889864223666284e-01 3.240740740740741e-01 -2.314814814814813e-01 2.146197478593351e-01 6.018518518518515e-01 -1.759259259259258e-01 -1.889864223666284e-01 3.240740740740741e-01 1.018518518518517e-01 -3.295320961518898e-01 -6.481481481481459e-02 3.240740740740738e-01 -6.647159971118730e-02 -1.759259259259257e-01 1.018518518518519e-01 -3.295320961518896e-01 -6.481481481481477e-02
-6.481481481481455e-02 -3.295320961518898e-01 1.018518518518517e-01 3.240740740740740e-01 -1.889864223666284e-01 -1.759259259259258e-01 6.018518518518515e-01 2.146197478593351e-01 -2.314814814814814e-01 3.240740740740740e-01 -1.889864223666284e-01 -1.759259259259258e-01 -6.481481481481455e-02 -3.295320961518898e-01 1.018518518518517e-01 -1.759259259259257e-01 -6.647159971118730e-02 3.240740740740739e-01
-2.059575600949311e-01 -2.037037037037038e-01 -2.059575600949312e-01 -1.181165139791428e-01 1.851851851851860e-02 -1.181165139791428e-01 1.341373424120845e-01 9.629629629629624e-01 1.341373424120845e-01 -1.181165139791428e-01 1.851851851851860e-02 -1.181165139791428e-01 -2.059575600949311e-01 -2.037037037037038e-01 -2.059575600949312e-01 -4.154474981949208e-02 5.185185185185183e-01 -4.154474981949205e-02
1.018518518518517e-01 -3.295320961518898e-01 -6.481481481481459e-02 -1.759259259259258e-01 -1.889864223666284e-01 3.240740740740741e-01 -2.314814814814813e-01 2.146197478593351e-01 6.018518518518515e-01 -1.759259259259258e-01 -1.889864223666284e-01 3.240740740740741e-01 1.018518518518517e-01 -3.295320961518898e-01 -6.481481481481459e-02 3.240740740740738e-01 -6.647159971118730e-02 -1.759259259259257e-01
-1.759259259259257e-01 -6.647159971118730e-02 3.240740740740739e-01 -6.481481481481455e-02 -3.295320961518898e-01 1.018518518518517e-01 3.240740740740740e-01 -1.889864223666284e-01 -1.759259259259258e-01 6.018518518518515e-01 2.146197478593351e-01 -2.314814814814814e-01 3.240740740740740e-01 -1.889864223666284e-01 -1.759259259259258e-01 -6.481481481481455e-02 -3.295320961518898e-01 1.018518518518517e-01
-4.154474981949208e-02 5.185185185185183e-01 -4.154474981949205e-02 -2.059575600949311e-01 -2.037037037037038e-01 -2.059575600949312e-01 -1.181165139791428e-01 1.851851851851860e-02 -1.181165139791428e-01 1.341373424120845e-01 9.629629629629624e-01 1.341373424120845e-01 -1.181165139791428e-01 1.851851851851860e-02 -1.181165139791428e-01 -2.059575600949311e-01 -2.037037037037038e-01 -2.059575600949312e-01
3.240740740740738e-01 -6.647159971118730e-02 -1.759259259259257e-01 1.018518518518517e-01 -3.295320961518898e-01 -6.481481481481459e-02 -1.759259259259258e-01 -1.889864223666284e-01 3.240740740740741e-01 -2.314814814814813e-01 2.146197478593351e-01 6.018518518518515e-01 -1.759259259259258e-01 -1.889864223666284e-01 3.240740740740741e-01 1.018518518518517e-01 -3.295320961518898e-01 -6.481481481481459e-02
-6.481481481481474e-02 -3.295320961518896e-01 1.018518518518520e-01 -1.759259259259257e-01 -6.647159971118730e-02 3.240740740740739e-01 -6.481481481481455e-02 -3.295320961518898e-01 1.018518518518517e-01 3.240740740740740e-01 -1.889864223666284e-01 -1.759259259259258e-01 6.018518518518515e-01 2.146197478593351e-01 -2.314814814814814e-01 3.240740740740740e-01 -1.889864223666284e-01 -1.759259259259258e-01
-2.059575600949310e-01 -2.037037037037032e-01 -2.059575600949311e-01 -4.154474981949208e-02 5.185185185185183e-01 -4.154474981949205e-02 -2.059575600949311e-01 -2.037037037037038e-01 -2.059575600949312e-01 -1.181165139791428e-01 1.851851851851860e-02 -1.181165139791428e-01 1.341373424120845e-01 9.629629629629624e-01 1.341373424120845e-01 -1.181165139791428e-01 1.851851851851860e-02 -1.181165139791428e-01
1.018518518518519e-01 -3.295320961518896e-01 -6.481481481481477e-02 3.240740740740738e-01 -6.647159971118730e-02 -1.759259259259257e-01 1.018518518518517e-01 -3.295320961518898e-01 -6.481481481481459e-02 -1.759259259259258e-01 -1.889864223666284e-01 3.240740740740741e-01 -2.314814814814813e-01 2.146197478593351e-01 6.018518518518515e-01 -1.759259259259258e-01 -1.889864223666284e-01 3.240740740740741e-01
3.240740740740736e-01 -1.889864223666289e-01 -1.759259259259257e-01 -6.481481481481474e-02 -3.295320961518896e-01 1.018518518518520e-01 -1.759259259259257e-01 -6.647159971118730e-02 3.240740740740739e-01 -6.481481481481455e-02 -3.295320961518898e-01 1.018518518518517e-01 3.240740740740740e-01 -1.889864223666284e-01 -1.759259259259258e-01 6.018518518518515e-01 2.146197478593351e-01 -2.314814814814814e-01
-1.181165139791431e-01 1.851851851851760e-02 -1.181165139791431e-01 -2.059575600949310e-01 -2.037037037037032e-01 -2.059575600949311e-01 -4.154474981949208e-02 5.185185185185183e-01 -4.154474981949205e-02 -2.059575600949311e-01 -2.037037037037038e-01 -2.059575600949312e-01 -1.181165139791428e-01 1.851851851851860e-02 -1.181165139791428e-01 1.341373424120845e-01 9.629629629629624e-01 1.341373424120845e-01
-1.759259259259257e-01 -1.889864223666289e-01 3.240740740740737e-01 1.018518518518519e-01 -3.295320961518896e-01 -6.481481481481477e-02 3.240740740740738e-01 -6.647159971118730e-02 -1.759259259259257e-01 1.018518518518517e-01 -3.295320961518898e-01 -6.481481481481459e-02 -1.759259259259258e-01 -1.889864223666284e-01 3.240740740740741e-01 -2.314814814814813e-01 2.146197478593351e-01 6.018518518518515e-01
