3
7.343990223383675e-01 2.411406315601038e-01 -3.755528694198280e-01 1.402598436187974e-01 4.941073438328996e-01 -1.574273387471242e-01 -2.474195119116433e-01 1.414822143032493e-01 7.419526639044939e-02 -4.378562059840757e-01 1.369556249218293e-01 6.434517256716611e-02 -1.546446432187209e-01 -1.503408102876989e-01 2.362448569927794e-01 -1.588058072624300e-01 -2.029308874267510e-01 1.931526430598771e-02 7.828486170140392e-02 -3.036042276767291e-01 -1.535152648039221e-01 -1.526771967166404e-01 2.328991497077223e-01 -1.588122379891494e-01 7.617361344233255e-02 -4.404415817778426e-01 1.312626009930060e-01 6.405387044578317e-02 4.958895789341414e-01 -1.573965461443635e-01 -2.507742765924471e-01 1.411904899033476e-01
1.183885714553157e-01 1.330198939959341e+00 2.288720272941744e-01 -1.947002529531112e-01 -8.760310954787887e-02 1.280425937656903e-01 -3.399072819584305e-01 -1.274967764354479e-01 -2.294212821080982e-01 -3.142022761515723e-01 -5.351088474305681e-02 7.386532200845199e-02 -7.744336730943112e-02 2.599463948112524e-01 1.212179698157746e-01 1.235171059889693e-01 1.120321062202412e-02 7.937128589276912e-02 -5.546400440688882e-01 3.941506757859697e-02 -7.725435974587716e-02 2.576821212342379e-01 1.191519478084972e-01 1.234413588072380e-01 -2.288717643108086e-01 -3.192862350886932e-01 -6.004061568041023e-02 7.335893029396558e-02 -8.640042773837991e-02 1.304106048006635e-01 -3.397821528640224e-01 -1.275226214328560e-01
-1.947002529531112e-01 2.288720272941744e-01 1.330198939959341e+00 1.183885714553157e-01 -1.274967764354479e-01 -3.399072819584305e-01 1.280425937656904e-01 -8.760310954787887e-02 7.386532200845199e-02 -5.351088474305686e-02 -3.142022761515723e-01 -2.294212821080982e-01 1.235171059889693e-01 1.212179698157746e-01 2.599463948112524e-01 -7.744336730943113e-02 3.941506757859699e-02 -5.546400440688882e-01 7.937128589276912e-02 1.120321062202410e-02 1.234413588072380e-01 1.191519478084972e-01 2.576821212342379e-01 -7.725435974587716e-02 7.335893029396559e-02 -6.004061568041025e-02 -3.192862350886932e-01 -2.288717643108086e-01 -1.275226214328560e-01 -3.397821528640225e-01 1.304106048006635e-01 -8.640042773837991e-02
1.402598436187974e-01 -3.755528694198280e-01 2.411406315601038e-01 7.343990223383675e-01 1.414822143032493e-01 -2.474195119116433e-01 -1.574273387471242e-01 4.941073438328996e-01 6.434517256716611e-02 1.369556249218293e-01 -4.378562059840757e-01 7.419526639044939e-02 -1.588058072624300e-01 2.362448569927794e-01 -1.503408102876989e-01 -1.546446432187209e-01 -3.036042276767291e-01 7.828486170140392e-02 1.931526430598771e-02 -2.029308874267510e-01 -1.588122379891494e-01 2.328991497077223e-01 -1.526771967166404e-01 -1.535152648039221e-01 6.405387044578317e-02 1.312626009930061e-01 -4.404415817778426e-01 7.617361344233255e-02 1.411904899033476e-01 -2.507742765924471e-01 -1.573965461443635e-01 4.958895789341414e-01
4.947547871378258e-01 -1.569050508295087e-01 -2.464654346756605e-01 1.419963405475282e-01 7.343972407569090e-01 2.410492633932198e-01 -3.774763999421238e-01 1.394361267760371e-01 4.949928255617222e-01 -1.591289449777755e-01 -2.532490998905988e-01 1.401554072214579e-01 7.526417017355344e-02 -4.379461176823402e-01 1.363474951598314e-01 6.447465148660596e-02 -1.539689054177882e-01 -1.491747881356388e-01 2.385466167073911e-01 -1.581479215077464e-01 -2.031250663700492e-01 1.652292294218225e-02 7.415050704442072e-02 -3.042623649272051e-01 -1.541689440772292e-01 -1.524232905540140e-01 2.323998586128209e-01 -1.592134557227857e-01 7.507341864411712e-02 -4.372581431499992e-01 1.382103384918244e-01 6.514195720301615e-02
-8.736691640902937e-02 1.296287415612219e-01 -3.388175596853392e-01 -1.275308432040872e-01 1.190848449717703e-01 1.336992331240827e+00 2.316199230873808e-01 -1.958358652806161e-01 -8.705761225281998e-02 1.288121291231885e-01 -3.447583247450525e-01 -1.296472118528771e-01 -2.299847963726160e-01 -3.195014271142124e-01 -5.965946188334191e-02 7.265049364771489e-02 -7.774679626576132e-02 2.614686195334660e-01 1.241441892435460e-01 1.239218294052438e-01 1.076193335104695e-02 7.652301803363187e-02 -5.588753541280007e-01 3.908348730886816e-02 -7.754533577854278e-02 2.595466915539095e-01 1.194980223918716e-01 1.234503773810619e-01 -2.295786426563547e-01 -3.145577403884611e-01 -5.301877987101235e-02 7.429603605337462e-02
-1.275308432040872e-01 -3.388175596853393e-01 1.296287415612219e-01 -8.736691640902935e-02 -1.958358652806161e-01 2.316199230873808e-01 1.336992331240827e+00 1.190848449717703e-01 -1.296472118528771e-01 -3.447583247450525e-01 1.288121291231885e-01 -8.705761225281995e-02 7.265049364771489e-02 -5.965946188334191e-02 -3.195014271142124e-01 -2.299847963726160e-01 1.239218294052438e-01 1.241441892435460e-01 2.614686195334660e-01 -7.774679626576132e-02 3.908348730886816e-02 -5.588753541280007e-01 7.652301803363182e-02 1.076193335104695e-02 1.234503773810619e-01 1.194980223918716e-01 2.595466915539095e-01 -7.754533577854278e-02 7.429603605337462e-02 -5.301877987101235e-02 -3.145577403884611e-01 -2.295786426563547e-01
1.419963405475282e-01 -2.464654346756605e-01 -1.569050508295087e-01 4.947547871378258e-01 1.394361267760371e-01 -3.774763999421238e-01 2.410492633932198e-01 7.343972407569090e-01 1.401554072214579e-01 -2.532490998905988e-01 -1.591289449777755e-01 4.949928255617222e-01 6.447465148660596e-02 1.363474951598314e-01 -4.379461176823401e-01 7.526417017355344e-02 -1.581479215077464e-01 2.385466167073911e-01 -1.491747881356388e-01 -1.539689054177882e-01 -3.042623649272051e-01 7.415050704442072e-02 1.652292294218225e-02 -2.031250663700492e-01 -1.592134557227857e-01 2.323998586128209e-01 -1.524232905540140e-01 -1.541689440772292e-01 6.514195720301615e-02 1.382103384918244e-01 -4.372581431499992e-01 7.507341864411712e-02
7.513753474154673e-02 -4.362424491364603e-01 1.408828454090270e-01 6.564110698658414e-02 4.958593638959638e-01 -1.565440335389426e-01 -2.502818801836948e-01 1.407212408234756e-01 7.360307841304271e-01 2.402213557397517e-01 -3.844890179166192e-01 1.376654387320647e-01 4.963690384984374e-01 -1.570606841863845e-01 -2.525094503884791e-01 1.402276943898893e-01 7.575581401888458e-02 -4.359416682399688e-01 1.398022739906763e-01 6.525052522074144e-02 -1.543166864647160e-01 -1.518333417098161e-01 2.345518090866812e-01 -1.588003220114367e-01 -2.034621052424899e-01 1.649919297523504e-02 7.216662622234409e-02 -3.049182576317440e-01 -1.544496882813170e-01 -1.500255092262991e-01 2.366022491909210e-01 -1.585097998942819e-01
-2.336034312844556e-01 -3.211121819236742e-01 -5.646580134331101e-02 7.326845067042252e-02 -8.548379536566453e-02 1.407772334877487e-01 -3.486866966477589e-01 -1.351137632283816e-01 1.263520065835958e-01 1.373561890271410e+00 2.306216767358047e-01 -2.057267397474238e-01 -8.524895802550284e-02 1.400124042530637e-01 -3.518810840827961e-01 -1.360976264688840e-01 -2.336228605463574e-01 -3.222149946927964e-01 -5.866233950102218e-02 7.245022668784794e-02 -8.033395684193217e-02 2.621403004004047e-01 1.219169750542070e-01 1.251015188342634e-01 9.849790285229611e-03 7.698157395349994e-02 -5.709641143690926e-01 3.928684822032201e-02 -7.995778472888795e-02 2.642863494672231e-01 1.231802271987275e-01 1.253886566941710e-01
